Applicant Details,,"Eligibility Criteria
Decision Box – Eligibility
application_449_bundle.zip,Applicant_449,BN-MXCR26PA,Meru,Construction,Income statement,706591088,Pass,Meets all creteria,4,2 years of operation,5,≥10M turnover,4,"consistent demand, multi-channel, differentiation",4,"solid plan with quantified targets, but budget & risk analysis less detailed",4,"solid plan with quantified targets, but budget & risk analysis less detailed",5,≥50% women + ≥50% youth + sustainability practice,,Tier 2,80,100,80,80,80,100,8,20,16,20,12,10,86,0,86,41,
application_450_bundle.zip,Applicant_450,PVT-JZUGED7D,Kisumu,Construction,Bank statement,719488836,Pass,Meets all creteria,5,Regestered for more than 3 years ,4,"turnover 5–10M, stable trend, verified records",4,"consistent orders, multiple channels",4,strong plan with some minor gaps,4,"clear node participation, multiple linkages",5,"strong gender/youth balance ,2 green practic",,Tier 1,100,80,80,80,80,100,10,16,16,20,12,10,84,0,84,53,
application_451_bundle.zip,Applicant_451,CS/15277,Kirinyaga,Dairy,Balance sheet,724867492,Pass,"All documents provided, income statements verified with a 2025 stamp and signature",5,"Strong institutional track record, consistent growth, and proper governance structure.",4,Turnover over 10M; provided verifiable statements ,5,"Clear market position, strong demand base, and strategic diversification to enhance competitiveness",5,Highly viable and growth-oriented plan with evidence of implementation capacity.,5,Full integration across the value chain with strong economic ripple effects.,4,Strong inclusivity and advanced sustainability practices aligned with CSTF objectives.,,Tier 1,100,80,100,100,100,80,10,16,20,25,15,8,94,0,94,11,
application_452_bundle.zip,Applicant_452,PVT-7LU59A8K,Meru,Construction,Income Statements,713481972,Pass,A plc with verifiable registration,5,Registered for 3 years,4,Turnover 5–<10M,3,growth potential in digital market spaces,4,missing costed budget & risk plan,5,"priority VC, fills a critical node(aggregation & processing of raw stones into ballast), clear linkages",4,"Strong gender/youth + green practices, no PWD",,Tier 2,100,80,60,80,100,80,10,16,12,20,15,8,81,0,81,70,
application_453_bundle.zip,Applicant_453,CS/28603,Homa Bay,Dairy,Bank Statements,704453780,Pass,A cooperative with verifiable registration,3,"Registered <3 yrs, basic governance",2,Turnover <1M,3,"regular sales, multiple channels, but limited contracts and market evidence",3,"direction clear, generic targets, rough budgeting",5,"priority VC, fills critical nodes with documented linkages",4,"Strong gender/youth + green practices, no PWD",,Tier 1,60,40,60,60,100,80,6,8,12,15,15,8,64,0,64,156,
application_454_bundle.zip,Applicant_454,BN-L3SDEBQQ,Trans Nzoia,Textile,Cash Book,713723636,Pass,"An MSME association, with verifiable registration",3,"Registered <3 yrs, basic governance",2,Turnover <1M,3,"No formal contracts, no digital marketplaces.",4,No costed budget or detailed risk-mitigation,4,"Documented linkages partial, but node participation is clear",4,"Strong gender/youth + green practices, no PWD",,Tier 2,60,40,60,80,80,80,6,8,12,20,12,8,66,0,66,146,
application_455_bundle.zip,Applicant_455,DSD/8/38/02/5309,Wajir,Other,None,721331837,Fail,Not in a priority VC,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_456_bundle.zip,Applicant_456,CS/5615,Homa Bay,Dairy,Bank Statements,721884773,Fail,No financial statements for the last 12 months,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_457_bundle.zip,Applicant_457,CS/27944,Kericho,Other,Cash Flow statements,723093418,Fail,Not in a priority VC,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_458_bundle.zip,Applicant_458,CS/17280,Makueni,Dairy,Bank Statements,720965869,Pass,A cooperative with verifiable registration,5,Registered for 11 years,4,Turnover 5–<10M,,"Multiple products and channels ; Some buyer discussions, but few formal offtake contracts or QA certifications evidenced.",4,"Budgeting/risk and co-investment detail are partial, not fully costed.",5,"Priority Dairy VC with critical nodes: aggregation, processing/value addition, storage, and marketing; documented upstream and downstream linkages.",4,"Strong gender/youth + green practices, no PWD",,Tier 1,100,80,0,80,100,80,10,16,0,20,15,8,69,0,69,136,
application_459_bundle.zip,Applicant_459,BN-QBSOE328,Vihiga,Other,Income Statements,724902206,Fail,Not in a priority VC,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_460_bundle.zip,Applicant_460,PVT-AJUX23RD,Meru,Construction,Income Statements,728859110,Fail,Financial evidence not spread monthly ie thin evidence,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_461_bundle.zip,Applicant_461,BN-6GCQ8377,Nakuru,Other,None,703833632,Fail,Not in apriority VC and locked Mpesa statements hence cant verify financial statements,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_462_bundle.zip,Applicant_462,2025/SC/B4605988,Kiambu,Other, handwritten photo unverifiable,745852476,Fail,"Individual retail shop (2025/SC/B4605988), not a cluster entity (MSME association, cooperative, or company). Zero members reported. Does not meet basic eligibility as a cluster. Additionally fails E3 (phone repairs not priority VC) and E4 (no business transactions, zero turnover all years)",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_463_bundle.zip,Applicant_463,DGSD/BTR/CD/2024/1289,Kakamega,Construction,Cash book 2022-2024,725777464,Pass,Strong construction cluster with brick manufacturing; clear value chain integration from raw materials to distribution,3,"Registered 2024, <1 year; basic structure with Chairperson; 20→30 members growth",2,Turnover <1M (600K→720K); cash book shows transactions but sporadic; needs proper bank statement,4,"Multi-channel sales (B2B 80%, B2C 20%); digital platform; competitive pricing; clear margins documented",5,"SMART targets (15% growth, 10% waste reduction); detailed investment plan; costed equipment needs; quarterly KPI reviews",5,"Full construction VC integration; clay sourcing→brick production→distribution; serves builders, retailers, individuals",3,"30% women members; 40% youth (8/20); solar power, water recycling, tree planting initiatives",,Tier 1,60,40,80,100,100,60,6,8,16,25,15,6,76,0,76,103,
application_464_bundle.zip,Applicant_464,CS/16210,Kakamega,Other,Bank statements 2023-2024,722619730,Fail,"Local poultry farming (production, brooding, marketing) is NOT among the 10 designated priority value chains",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_465_bundle.zip,Applicant_465,KW/HUD/A/155/2019,Nyeri,Dairy,Financial statement May 2025,721775665,Pass,Dairy milk collection group with high turnover but minimal processing; concerning 1% profit margins indicate aggregation-only mode,5,Registered 2019 (5+ years); stable 280-300 members; structured governance with officials,3,High turnover 18M→21M→20M but extremely low margins (1%); financial statement shows operational activity,3,Regular B2B sales (90% to DEMKA processor); local competition from established dairies,2,"Vague aspirations (cooler, storage, cheese); no budget, timelines or specific targets",3,Dairy VC but only milk collection/aggregation; no processing beyond transport to DEMKA,3,42% women (125/295); 14% youth (40/295); farmer education only; no green practices,,Tier 2,100,60,60,40,60,60,10,12,12,10,9,6,59,0,59,174,
application_466_bundle.zip,Applicant_466,ASS-2004845,Nyeri,Dairy,M-Pesa statement Feb-May 2023,725259553,Pass,Strong dairy processing cluster with clear value addition; growing youth-led operation with solid financials,4,Registered ASS-2004845; 35→42 members growth; structured governance with CEO/Manager/Treasurer,4,Turnover 1.4M→2.9M→3.1M; M-Pesa shows 388K inflows; 26% profit margins; stable growth,4,"Multi-channel sales (B2B 30%, B2C 70%); digital platform; expanding to bakeries/hotels",5,"Clear problem-solution; costed equipment plan (pasteurizer 650K, cooler 870K); KEBS certification target; expansion to northern Kenya",5,"Full dairy processing; milk procurement→pasteurization→yoghurt/mala production→packaging→distribution; 65% yoghurt, 35% mala turnover split",5,88% youth (37/42); 60% women; woman CEO; silage training for drought resilience,,Tier 1,100,60,60,40,60,60,10,12,12,10,9,6,59,0,59,174,
application_467_bundle.zip,Applicant_467,CS/28201,Embu,Dairy,Budget template only - no actual financial evidenc,719776228,Fail,"Only submitted budget template (pasteurizer request); labeled balance sheet, bank statement, and income statement are all identical budget document. No actual financial transactions, bank statements, or M-Pesa records provided to verify claimed 16M-24M turnover",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_468_bundle.zip,Applicant_468,1289,Busia,Construction,"Bank statement document blank/unreadable, no visible transactions",701657632,Fail,"Registration number ""1289"" is suspiciously short and unverifiable; no certificate provided; typical MSME/cooperative reg numbers follow different formats (PVT-XXXXXXXX, CS/XXXXX). E4: Bank statement document blank/unreadable - no visible transactions to verify claimed turnover (250K→826K→1.26M). Cannot proceed without verifiable legal status and financial evidence.",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_469_bundle (1).zip,Applicant_469,CS/30122 ,Wajir,Other,None,720761100,Fail,"WRONG VALUE CHAIN. Applicant operates in livestock marketing, which is NOT among the 10 designated priority/additional value chains for KJET program. Additionally: Zero turnover reported for 2022-2024; brand new cooperative (11 members all joined 2024); no established operations; no financial transactions demonstrated. Application to be parked for future calls if/when livestock VC is added.",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_470_bundle.zip,Applicant_470,44404,Nairobi,Leather,"Cash document shows only member registration fees (5K, 1K per member), NGO donations, and operational expenses (internet, transport, refreshments). NO commercial transactions showing leather product sales. Claims 112M→145.6M→182M turnover but cash document totals only ~60K in member contributions - not business revenue. Member contributions ≠ sales evidence.",716012392,Fail,"NO VALID FINANCIAL EVIDENCE. Cash document dated June 2025 shows only internal transactions: member registration fees (10K + 10K), NGO donation (40K), and small operational costs (internet, transport, refreshments). Zero evidence of leather product sales despite claiming 182M turnover in 2024. Per evaluation criteria: ""Member contribution records"" are explicitly INVALID as financial evidence - only commercial transactions (sales/purchases of goods) qualify. Additionally: Declining membership (65→45→40) and no bank statement provided to verify claimed massive turnover. Cannot proceed without verifiable business transactions.",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_471_bundle.zip,Applicant_471,CS/10786,Meru,Dairy,"Audited Financial Statements 2024 provided showing: Total Assets 5.89B, Turnover 18.16B (2024), Balance sheet verified, commercial dairy processing operations confirmed.",713198102,Pass,"All eligibility criteria met. Large-scale dairy cooperative union with 70 member cooperatives, 958 employees, established processing operations (Mount Kenya Milk brand), audited financials showing 9.34B→13.93B→18.16B turnover growth. Proceeds to scoring.",5,"Registered cooperative (CS/10786), 3+ years operational history, strong governance (8-member board with 4 women, 67 delegates), audited financial statements, growing membership (56→62→70 cooperatives), functioning management structure.",5,"Turnover 18.16B (2024), exceptional 3-year growth (9.34B→13.93B→18.16B = 94% growth), audited balance sheet showing 5.89B total assets, healthy profit margins (275M net profit on 18B turnover = 1.5%), strong liquidity (404M cash, 782M inventory), verified bank statements through audited financials.",5,"Established brand (Mount Kenya Milk), multi-channel distribution (95% B2B: wholesalers, distributors, supermarkets, kiosks; 5% B2C: schools, hotels, institutions), digital sales channels active, diversified product line (fresh milk, ESL, long life, mala, yogurt), competitive in regional market.",4,"Strategic plan with clear objectives: enhance UHT packaging capacity, broaden product base, invest in animal feed mill, cold chain infrastructure development, digital management system for farmers. Realistic growth targets with investment priorities identified. Minor gap: limited detail on execution timelines and specific budget allocation.",5,"Full dairy value chain integration: aggregates raw milk from 70 affiliate cooperatives → processes at own factory → value addition (fresh, ESL, UHT, fermented products) → markets under Mount Kenya brand → distributes through wholesalers/retailers. Provides support services: bookkeeping, training, AI services, input supply linkages to farmers. Critical processing node in dairy VC.",3,"Strong youth participation (661 members aged 18-35 = 69%), women on board (4 of 8 = 50%), women delegates (20 of 67 = 30%), 388 female employees (40%). Green practices: solar energy adoption, grid-tied solar system planned for cooling stations, biogas systems support for farmers. Good but not exceptional on PWD inclusion (not mentioned).",,Tier 1,100,100,100,80,100,60,10,20,20,20,15,6,91,0,91,22,Papa
application_472_bundle.zip,Applicant_472,MSEA/1847 ,Embu ,Edible Oils,Self-reported turnover/profit ,759117081,Pass,All eligibility criteria met. Legally registered MSME Association (MSEA/1847) in a priority value chain (Edible Oils/Apiculture). Provided self-reported financial data and contact details. Proceeds to scoring.,4,"Registered for ~1 year (May 2023). Clear governance structure (Chairperson, Secretary, Treasurer). Demonstrated growth in membership (0→38→45) and employees (0→2→4).",2,"Low turnover (<1M KES). Self-reported figures show growth (250K→850K) but lack verification from bank statements. Profit margins reported at 100%, indicating simplified accounting. Relies on a projected budget, not historical evidence of financial stability.",3,"Regular local B2C sales to community and retailers. Unique selling point of organic honey from pristine forest area provides quality differentiation. However, sales are local, channels are limited (no e-commerce), and no formal offtake agreements or purchase orders are presented.",3,"Clear objective to procure processing machinery and obtain KeBS certification. Identifies target markets (supermarkets, exporters). Plan is relevant but lacks specific, time-bound execution steps, a detailed budget for investments, and a robust risk mitigation strategy.",4,"Active in priority Edible Oils VC (Apiculture). Engaged in aggregation, refining, packaging, and marketing. Also involved in input provision (own hives) and environmental programs, demonstrating clear backward and forward integration beyond basic farming.",4,"Good gender inclusion (13 female members). Strong environmental focus with clear, actionable sustainable practices: establishing climate-resilient pollinator corridors and a plan to plant 10,000 trees. Actively creates jobs (4 employees). Lacks youth membership (0 aged 18-35).",,Tier 2,80,40,60,60,80,80,8,8,12,15,12,8,63,0,63,160,
application_473_bundle.zip,Applicant_473,CS/29156,Kericho,Dairy,Statement of cash flows,728660022,Fail,Invalid financial records,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_474_bundle.zip,Applicant_474,PVT-PJULP3G,Meru,Edible Oils,Statement of cash flows,721580715,Pass,All documents presented,4,Clear management,4,Solid financial performance for MSME cluster,5,Clear competitors identified,5,Well-documented BDS needs & growth strategy.,5,Fully aligned,5,Woman-owned,,Tier 1,80,80,100,100,100,100,8,16,20,25,15,10,94,0,94,11,
application_475_bundle.zip,Applicant_475,SS/LM/CBO/MPK/VOL.I/038,Lamu,Edible Oils,Bank statement,708006569,Fail,Financial statement is not recent,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_476_bundle.zip,Applicant_476,Cs/19227,Wajir,Construction,Cash based books,718189192,Fail,Less financial evidence,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_477_bundle.zip,Applicant_477,BN-GVC7LMK,Kakamega,Dairy,Bank statement,717443073,Pass,Registered with all documents provided,5,registered>3yrs,1,Thin evidence,0,no market evidence,3,direction clear,3,weak linkages,5,>30% women in leadership and more than 2 green practices,P1,,100,20,0,60,60,100,10,4,0,15,9,10,48,5,43,221,
application_478_bundle.zip,Applicant_478,CS/12-378,Meru,Textile,Cash book,720921237,Fail,Invalid financial records,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_479_bundle.zip,Applicant_479,PVT-KAUZ9PBZ,Homa Bay,Construction,Bank statements,705299482,Pass,All documents presenteed,4,Legally registered,5,Strong revenues,4,Faces competition from foreign firms,4,Ambitious growth plan,4,Aligned to construction sector,4,Balanced gender,,Tier 2,80,100,80,80,80,80,8,20,16,20,12,8,84,0,84,53,
application_480_bundle.zip,Applicant_480,CS/23469,Kiambu,Dairy,Statements of cash flows,711977780,Fail,Less financial evidence,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_481_bundle.zip,Applicant_481,PVT-8LULVJ6,Meru,Edible Oils,"Balanced sheet, bank statements and mpesa statements",721623434,Fail,Invalid financial records,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_482_bundle.zip,Applicant_482,PVT-6LUK3BQ,Nairobi,Other,Bank statements,714583491,Fail," Out of scaope value chain in that Lynts Limited operates within the food manufacturing sector, specializing in the production of high-quality plantain chips
 under the brand &quot",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_483_bundle.zip,Applicant_483,No. 16432,Nairobi,Other,Bank statements,722677522,Fail,"Out of scope value chain because the Kamukunji Jua Kali Association is a hub of micro and small-scale manufacturers primarily engaged in metal
 fabrication",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_484_bundle.zip,Applicant_484,BTR/DSS/SHG/9593/2015,Kakamega,Dairy,Bank statements,725169834,Pass,All documents processed,3,"Formally registered since 2015, but weak professional track record",2,"Records inconsistent, profit margins unrealistic (likely poor bookkeeping)",3,"Competes on price/freshness only, weak against packaged milk firms",3,"Ambitious, but lacks realistic roadmap and capital",2,"Only production + local sales, no processing, no contracts",4,Tree planting & conservation practices are commendable,,Tier 1,60,40,60,60,40,80,6,8,12,15,6,8,55,0,55,190,
application_485_bundle.rar,Applicant_485,N/A,Nakuru,Other,N/A,N/A,Fail,No documents presented,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_486_bundle.zip,Applicant_486,CPR/2015/196185,Kisumu,Construction,Bank statements,722940308,Fail,Invalid financial records,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_487_bundle.zip,Applicant_487, PVT-KAUD6L7V,Kisumu ,Other,Cash based books,716695614,Fail,Out of scope value chain  because JOH LTD is a food and organic waste processing startup,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_488_bundle.zip,Applicant_488,LIK/shg/ 192/2022,Kakamega,Other,Bank statements,790315408,Fail,Out of scope value chain because they mainly keep sheep for meat wool and skin.,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_489_bundle.zip,Applicant_489,DSD/37/207/01/64439,Kakamega,Dairy,Bank statements,719576359,Pass,All documents processed,3,Formally registered MSME Association,2,Reported turnover,3,Direct sales 100% B2C,3,"Clear plans for land, infrastructure, value addition",3,Active in production and direct selling,4,Balanced gender membership,,Tier 1,60,40,60,60,60,80,6,8,12,15,9,8,58,0,58,178,
application_490_bundle.zip,Applicant_490,BN-2RCYQ759,Makueni,Other,Mpesa statement,792132157,Fail,Out of scope value chain for it mainly practices farming and selling of maize and green grams. ,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_491_bundle.zip,Applicant_491,CS/1551,Kericho,Dairy,Bank statements,726444488,Pass,All documents processed,4,Formally registered cooperative with 7+ years of operations,4,Turnover rising (3.1M → 3.4M → 4.2M) with positive profits,3,Competes with Brookside and New KCC but leverages fresh milk,3,"Plans include milk coolers, pasteurizers, and processing expansion,",5,Strong dairy alignment with integrated chain from farmers to consumer-level processing.,4,180 members with significant youth and women participation; promotes tree planting & biogas.,,Tier 1,80,80,60,60,100,80,8,16,12,15,15,8,74,0,74,108,
application_492_bundle.zip,Applicant_492,9719,Kirinyaga,Construction,Mpesa statement,716824165,Fail,Mpesa statement cannot be accessed,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_493_bundle.zip,Applicant_493,RA-M7S5JM,Nairobi,Other,"Balanced sheet, bank statements, income statemens and mpesa statements",720461089,Fail,"Out of scope value chain because it covers multiple steps – design, manufacturing (partly outsourced), assembly, finishing, and installation",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_494_bundle.zip,Applicant_494,PVT-AAABD13,Kisumu,Other,Income Statements,723463896,Fail,"Out of scope value chain beacuse they  support different functions, components and actors along the value chains. Some of our services/activities
 include:-value chain mapping, assessment analysis and upgrading.",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_495_bundle.zip,Applicant_495,CPR/2011/59892,Laikipia,Construction,Income Statements,725982293,Pass,All documents presented,5,Operating since 2011; established structure with management team,4,Consistently profitable but still medium scale.,4,"Strong market presence, competitive pricing, proximity to trunk road",4,"Plans to expand to Isiolo, invest in own equipment, target KENHA, reduce costs by 30%.",3,Relevant participation but not highly integrated cluster model,3,Good youth participation and green initiatives; gender inclusivity moderate.,,Tier 1,100,80,80,80,60,60,10,16,16,20,9,6,77,0,77,96,
application_496_bundle.zip,Applicant_496,C/S 1142,Nyeri,Dairy,Income Statements,720431144,Fail,Income statement is not clear,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_497_bundle.zip,Applicant_497,RA-KGSMPV,Nairobi,Other,Bank statement and mpesa,769770000,Fail,Does not fall under the listed priority or additional value chains.,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_498_bundle.zip,Applicant_498,ASS-64A3011,Machakos,Construction,Bank statement and mpesa,712466557,Fail,Regestration Legality (No valid registration details),,,,,,,,,,,,,DQ1,Tier 2,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,DQ,#VALUE!,
application_499_bundle.zip,Applicant_499,CS/13595,Bungoma,Dairy,No financial evidence,740511637,Fail,"No financial evidence(no way to verify turnover, revenues, expenses, or financial health.)",,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_500_bundle.zip,Applicant_500,ASS-822F200,Mombasa,Other,Balance Sheet,725929621,Fail,Waste Managment and Recycling does not fall under the listed priority or additional value chains.,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_501_bundle.zip,Applicant_501, P051977406R,Taita Taveta,Dairy,Bank statement ,711232724,Pass,All Requirements met,5,functioning governance and audited handover(s).,1,Minimal/irregular transactions;,2, Intermittent sales; weak channels; limited differentiation.,2," Vague plan; limited targets; unclear resourcing.",3, weak linkages; potential to upgrade.,3, Moderate inclusion; some intent on sustainability,,Tier 1,100,20,40,40,60,60,10,4,8,10,9,6,47,0,47,209,
application_502_bundle.zip,Applicant_502,CS/22724,Laikipia,Dairy,Balance sheet,729645599,Pass,All Requirements met,5,≥3 yrs; functioning governance,3,Turnover 1–<5M; stable or recovering,3,Regular local sales; one channel; emerging quality practices.,3,Direction clear; targets generic; budget rough.,3, Priority VC; weak linkages; potential to upgrade.,3, Moderate inclusion; some intent on sustainability.,,Tier 1,100,60,60,60,60,60,10,12,12,15,9,6,64,0,64,156,
application_503_bundle.zip,Applicant_503,PVT-Q7U97VKG,Kajiado,Edible Oils,Mpesa statement,707296921,Fail,Fraudulent Mpesa statement(Diffrent companies same mpesa statement),4," 1–3 yrs; documented leadership; meeting cadence.",2,Turnover <1M; sporadic records.,2, Intermittent sales; weak channels; limited differentiation.,3,Strong plan with minor gaps; targets & timelines present.,4,clear node participation; some linkages.,4,Strong gender/youth participation,DQ1,Tier 2,80,40,40,60,80,80,8,8,8,15,12,8,59,#N/A,DQ,#VALUE!,
application_504_bundle.zip,Applicant_504,PVT-BEUEYVJR,Kajiado,Edible Oils,Mpesa statement,721161603,Fail,Fraudulent Mpesa statement(Diffrent companies same mpesa statement),,,,,,,,,,,,,DQ1,,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,DQ,#VALUE!,
application_505_bundle.zip,Applicant_505,BN-35CP9DR,Makueni,Other,Mpesa statement,701283215,Fail,medical clinic and chemist is out of scope in value chain,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_506_bundle.zip,Applicant_506,BN/2015/378643,Homa Bay,Blue Economy,Mpesa statement,757157333,Pass,All Requirements met,4, 1–3 yrs; documented leadership; meeting cadence.,1,Minimal/irregular transactions; thin evidence.,3,Regular local sales; one channel; emerging quality practices.,3,Direction clear; targets generic; budget rough.,3,weak linkages; potential to upgrade.,2, Low inclusion; ad-hoc green steps.,P1,Tier 2,80,20,60,60,60,40,8,4,12,15,9,4,52,5,47,209,
application_507_bundle.zip,Applicant_507,PVT-GYU58VZL,Mombasa,Textile,Mpesa and Bank statement,790673085,Pass,All Requirements met,3, basic structure in place,2,sporadic records.,3,Regular local sales; one channel; emerging quality practices.,3,Direction clear; targets generic; budget rough.,3,weak linkages; potential to upgrade.,4, Strong gender/youth participation; 1–2 green practices.,,Tier 2,60,40,60,60,60,80,6,8,12,15,9,8,58,0,58,178,
application_508_bundle.zip,Applicant_508,DSD/37/208/01/51205,Kakamega,Other,Bank statement,725582890,Fail,Out of scope in value chain(dairy farming with direct milk sales does not qualify under “Dairy (excluding farming),,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_509_bundle (1).zip,Applicant_509,6977,Homa Bay,Edible Oils,No financial evidence,719577608,Fail,No any  valid financial evidence,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_510_bundle.zip,Applicant_510,BTR/DSS/SHG/15339/2021,Kakamega,Other,Bank statement,727886503,Fail,Out of scope in value chain(dairy farming with direct milk sales does not qualify under “Dairy (excluding farming),,,,,,,,,,,,,,Tier 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_511_bundle.zip,Applicant_511,PVT-7LU5ZK6L,Kisumu,Other,Bank statement,795523227,Fail, Computer Training is out of scope in value chain,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_512_bundle.zip,Applicant_512,141113,Wajir,Construction,Invalid Balance sheet,725022864,Fail,Invalid financial statement,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_513_bundle.zip,Applicant_513, BTL/CD/HKCB/CBO/800819,Busia,Textile,Balance sheet,726410740,Pass,All Requirements met,5,≥3 yrs; functioning governance,2,sporadic records,3,Regular local sales,3,Direction clear; targets generic; budget rough.,2,Peripheral role; unclear node.,3,Peripheral role; unclear node.,,Tier 1,100,40,60,60,40,60,10,8,12,15,6,6,57,0,57,182,
application_514_bundle.zip,Applicant_514, CS/14658,Nandi,Other,Balance sheet,714186250,Fail,Out of scope in value chain,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_515_bundle.zip,Applicant_515, PVTLUMLXP,Busia,Construction,Bank Statement,726232188,Pass,All Requirements met,5, functioning governance ,2, sporadic records,3, Regular local sales; one channel; emerging quality practices,3, Direction clear,2, Peripheral role,4,Strong gender/youth participation,,Tier 2,100,40,60,60,40,80,10,8,12,15,6,8,59,0,59,174,
application_516_bundle (1).zip,Applicant_516, P051663127C,Turkana,Construction,"No valid statement, requires access",728883383,Fail,Invalid  registration and financial statement,,,,,,,,,,,,,DQ1,,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,DQ,#VALUE!,
application_517_bundle.zip,Applicant_517,PVT/2016/006377,Kakamega,Construction,Bank Statement,727656762,Pass,All Requirements met,5, functioning governance ,2,"Turnover <1M; sporadic records.",1,Sporadic sales; no channels; untested products,1,Aspirational; no plan/targets,0,Not in priority VC.,3,Moderate inclusion; some intent on sustainability.,,Tier 2,100,40,20,20,0,60,10,8,4,5,0,6,33,0,33,227,
application_518_bundle.zip,Applicant_518,CS/26579,Kajiado,Other,Balance sheet,703697966,Fail,Out of scope in value chain,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,
application_519_bundle.zip,Applicant_519,BTR/DSS/SHG/9962/2016,Kakamega,Dairy,Bank Statement,739185387,Fail,Out of scop(e in value chain(dairy farming with direct milk sales does not qualify under “Dairy (excluding farming),5, functioning governance ,2,Turnover <1M; sporadic records,2, Intermittent sales; weak channels; limited differentiation.,2,Vague plan; limited targets; unclear resourcing,2,Peripheral role; unclear node,2,Low inclusion,,Tier 1,100,40,40,40,40,40,10,8,8,10,6,4,46,0,46,149,
